TxFinish,Amount,Type,Service,Category
2023-10-11 08:34:10,500,Deposit,Airtel Internet,Internet
2023-10-11 08:36:48,50000,Withdraw,Airtel Money,Mobile Money
2023-10-11 08:47:09,49000,Withdraw,Airtel Money,Mobile Money
2023-10-11 08:55:56,1000,Deposit,Airtel Money,Mobile Money
2023-10-11 08:57:45,400000,Deposit,Airtel Money,Mobile Money
2023-10-11 09:04:15,2000,Deposit,Airtel Uganda,Airtime
2023-10-11 09:06:41,500,Deposit,MTN Mobile Internet,Internet
2023-10-11 09:07:06,500,Deposit,MTN Mobile Internet,Internet
2023-10-11 09:07:40,2000,Deposit,Airtel Money,Mobile Money
2023-10-11 09:18:58,2000,Deposit,UMEME Yaka,Utilities
2023-10-11 09:45:35,33000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 09:49:19,8000,Deposit,MTN Uganda,Airtime
2023-10-11 09:52:40,500,Deposit,MTN Mobile Internet,Internet
2023-10-11 10:01:08,100000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 10:06:05,1000,Deposit,Airtel Internet,Internet
2023-10-11 10:17:55,1000,Deposit,MTN Uganda,Airtime
2023-10-11 10:20:04,18000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 10:23:50,18000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 10:25:12,15000,Deposit,Lycamobile,Airtime
2023-10-11 10:31:06,31500,Deposit,National Water,Utilities
2023-10-11 10:33:31,2000,Deposit,Airtel Internet,Internet
2023-10-11 10:34:13,1500,Deposit,Airtel Uganda,Airtime
2023-10-11 10:36:56,10000,Deposit,UMEME Yaka,Utilities
2023-10-11 10:40:52,2000,Deposit,UMEME Yaka,Utilities
2023-10-11 10:42:30,18000,Deposit,Airtel Money,Mobile Money
2023-10-11 10:43:26,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 10:48:26,10000,Withdraw,Airtel Money,Mobile Money
2023-10-11 10:57:37,12000,Deposit,Airtel Money,Mobile Money
2023-10-11 10:59:54,49000,Withdraw,Airtel Money,Mobile Money
2023-10-11 11:02:03,1000,Deposit,Airtel Uganda,Airtime
2023-10-11 11:04:20,16000,Deposit,Airtel Internet,Internet
2023-10-11 11:05:03,16000,Withdraw,Airtel Money,Mobile Money
2023-10-11 11:12:14,1000,Deposit,Airtel Internet,Internet
2023-10-11 11:20:07,1000,Deposit,Airtel Internet,Internet
2023-10-11 11:30:30,2000,Deposit,UMEME Yaka,Utilities
2023-10-11 11:32:14,500000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 11:37:35,60000,Withdraw,Airtel Money,Mobile Money
2023-10-11 11:44:30,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 11:53:12,20000,Deposit,UMEME Yaka,Utilities
2023-10-11 11:59:11,100000,Deposit,National Water,Utilities
2023-10-11 11:59:58,1000,Deposit,Airtel Uganda,Airtime
2023-10-11 12:17:59,2000,Deposit,UMEME Yaka,Utilities
2023-10-11 12:45:15,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 12:49:25,50000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 12:50:20,1000,Deposit,MTN Mobile Internet,Internet
2023-10-11 13:02:30,11000,Deposit,Airtel Money,Mobile Money
2023-10-11 13:03:29,33000,Withdraw,Airtel Money,Mobile Money
2023-10-11 13:04:28,500,Deposit,MTN Mobile Internet,Internet
2023-10-11 13:08:54,100000,Withdraw,Airtel Money,Mobile Money
2023-10-11 13:10:46,1000,Deposit,Airtel Uganda,Airtime
2023-10-11 13:12:50,19000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 13:17:28,50000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 13:22:22,15000,Deposit,Lycamobile,Airtime
2023-10-11 13:25:36,1000,Deposit,MTN Uganda,Airtime
2023-10-11 13:29:39,1500,Deposit,Airtel Uganda,Airtime
2023-10-11 13:33:24,1500,Deposit,Lycamobile,Airtime
2023-10-11 13:41:20,200000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 13:42:29,9000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 13:43:37,200000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 13:46:11,79000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 13:47:38,5000,Deposit,UMEME Yaka,Utilities
2023-10-11 13:48:22,10000,Deposit,Airtel Money,Mobile Money
2023-10-11 13:57:21,30000,Deposit,UMEME Yaka,Utilities
2023-10-11 14:07:08,30000,Withdraw,Airtel Money,Mobile Money
2023-10-11 14:10:59,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 14:16:48,2000,Deposit,UMEME Yaka,Utilities
2023-10-11 14:32:19,1000,Deposit,Airtel Money,Mobile Money
2023-10-11 14:33:29,1000,Deposit,Airtel Money,Mobile Money
2023-10-11 14:38:55,15700,Deposit,GOtv,TV
2023-10-11 14:44:43,1000,Deposit,Airtel Internet,Internet
2023-10-11 14:55:05,5000,Deposit,Airtel Uganda,Airtime
2023-10-11 14:56:16,50000,Withdraw,Airtel Money,Mobile Money
2023-10-11 14:58:57,2000,Deposit,MTN Uganda,Airtime
2023-10-11 15:07:41,20000,Deposit,UMEME Yaka,Utilities
2023-10-11 15:16:36,11000,Deposit,Airtel Money,Mobile Money
2023-10-11 15:18:02,5000,Deposit,UMEME Yaka,Utilities
2023-10-11 15:22:01,2000,Deposit,MTN Mobile Internet,Internet
2023-10-11 16:01:09,28000,Withdraw,Airtel Money,Mobile Money
2023-10-11 16:05:54,22000,Deposit,Airtel Money,Mobile Money
2023-10-11 16:06:53,7000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 16:16:52,210000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 16:32:47,9000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 16:37:43,160000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 17:04:40,50000,Withdraw,Airtel Money,Mobile Money
2023-10-11 17:06:23,450000,Deposit,Airtel Money,Mobile Money
2023-10-11 17:07:44,10000,Withdraw,Airtel Money,Mobile Money
2023-10-11 17:08:31,14000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 17:09:51,5000,Deposit,MTN Mobile Internet,Internet
2023-10-11 17:10:39,10000,Deposit,Airtel Money,Mobile Money
2023-10-11 17:11:53,15000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 17:12:52,20000,Deposit,Airtel Money,Mobile Money
2023-10-11 17:14:43,80650,Deposit,Tugende,Loans
2023-10-11 17:16:48,3000,Deposit,Airtel Uganda,Airtime
2023-10-11 17:17:28,1500,Deposit,MTN Uganda,Airtime
2023-10-11 17:23:40,5000,Deposit,UMEME Yaka,Utilities
2023-10-11 17:24:20,1000,Deposit,Airtel Internet,Internet
2023-10-11 17:25:29,60000,Withdraw,Airtel Money,Mobile Money
2023-10-11 17:32:31,2000,Deposit,UMEME Yaka,Utilities
2023-10-11 17:33:41,2000,Deposit,UMEME Yaka,Utilities
2023-10-11 17:37:15,14000,Withdraw,Airtel Money,Mobile Money
2023-10-11 17:39:10,100000,Withdraw,Airtel Money,Mobile Money
2023-10-11 17:43:14,1000,Deposit,MTN Uganda,Airtime
2023-10-11 17:44:24,4300,Deposit,StarTimes TV,TV
2023-10-11 17:45:26,500,Deposit,Airtel Internet,Internet
2023-10-11 17:48:34,1000,Deposit,Airtel Money,Mobile Money
2023-10-11 17:49:38,1000,Deposit,Airtel Internet,Internet
2023-10-11 17:50:57,20000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 17:58:45,15000,Deposit,Airtel Money,Mobile Money
2023-10-11 18:02:54,115000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 18:05:56,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 18:07:45,1000,Deposit,Airtel Money,Mobile Money
2023-10-11 18:08:26,1000,Deposit,Airtel Uganda,Airtime
2023-10-11 18:09:18,40000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 18:14:25,15000,Deposit,Lycamobile,Airtime
2023-10-11 18:19:00,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 18:22:44,45000,Deposit,Azam Media,TV
2023-10-11 18:24:04,9000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 18:24:41,30000,Withdraw,Airtel Money,Mobile Money
2023-10-11 18:26:52,1000,Deposit,MTN Uganda,Airtime
2023-10-11 18:30:35,1000,Deposit,Airtel Internet,Internet
2023-10-11 18:31:28,40000,Withdraw,Airtel Money,Mobile Money
2023-10-11 18:34:26,8000,Deposit,Airtel Money,Mobile Money
2023-10-11 18:35:40,500,Deposit,Airtel Internet,Internet
2023-10-11 18:36:22,19000,Withdraw,Airtel Money,Mobile Money
2023-10-11 18:41:20,5000,Deposit,UMEME Yaka,Utilities
2023-10-11 18:42:45,15000,Deposit,Lycamobile,Airtime
2023-10-11 18:44:48,1000,Deposit,Airtel Internet,Internet
2023-10-11 18:48:07,6000,Deposit,UMEME Yaka,Utilities
2023-10-11 18:49:33,1000,Deposit,Airtel Internet,Internet
2023-10-11 18:50:57,21500,Deposit,National Water,Utilities
2023-10-11 18:51:38,1000,Deposit,Airtel Money,Mobile Money
2023-10-11 18:52:39,19000,Withdraw,Airtel Money,Mobile Money
2023-10-11 18:54:33,80000,Withdraw,Airtel Money,Mobile Money
2023-10-11 18:57:01,200000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 18:57:57,5000,Deposit,UMEME Yaka,Utilities
2023-10-11 18:58:36,1000,Deposit,Airtel Internet,Internet
2023-10-11 19:01:03,5000,Deposit,UMEME Yaka,Utilities
2023-10-11 19:02:07,11000,Deposit,Airtel Money,Mobile Money
2023-10-11 19:03:57,100000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 19:05:22,39000,Withdraw,Airtel Money,Mobile Money
2023-10-11 19:06:36,1000,Deposit,Airtel Internet,Internet
2023-10-11 19:09:09,20000,Withdraw,Airtel Money,Mobile Money
2023-10-11 19:10:11,1000,Deposit,MTN Uganda,Airtime
2023-10-11 19:13:00,11000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 19:15:35,5000,Deposit,Airtel Internet,Internet
2023-10-11 19:20:41,1000,Deposit,UMEME Yaka,Utilities
2023-10-11 19:21:15,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 19:22:24,15000,Deposit,Lycamobile,Airtime
2023-10-11 19:23:17,1000,Deposit,Airtel Internet,Internet
2023-10-11 19:24:16,4300,Deposit,StarTimes TV,TV
2023-10-11 19:26:06,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 19:27:17,1000,Deposit,Airtel Internet,Internet
2023-10-11 19:29:44,1000,Deposit,Airtel Internet,Internet
2023-10-11 19:33:11,20000,Deposit,Airtel Money,Mobile Money
2023-10-11 19:34:34,8000,Deposit,Lycamobile,Airtime
2023-10-11 19:35:53,4300,Deposit,StarTimes TV,TV
2023-10-11 19:37:00,9000,Deposit,Airtel Money,Mobile Money
2023-10-11 19:40:08,38500,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 19:41:41,1000,Deposit,Airtel Internet,Internet
2023-10-11 19:42:39,1000,Deposit,Airtel Internet,Internet
2023-10-11 19:45:54,5000,Deposit,Airtel Money,Mobile Money
2023-10-11 19:47:34,12000,Deposit,Airtel Money,Mobile Money
2023-10-11 19:48:34,11000,Withdraw,Airtel Money,Mobile Money
2023-10-11 19:51:50,1000,Deposit,Airtel Internet,Internet
2023-10-11 19:52:33,15000,Deposit,Airtel Money,Mobile Money
2023-10-11 19:53:07,1000,Deposit,MTN Mobile Internet,Internet
2023-10-11 19:53:35,1000,Deposit,MTN Uganda,Airtime
2023-10-11 19:54:05,1000,Deposit,MTN Mobile Internet,Internet
2023-10-11 19:55:28,1000,Deposit,MTN Mobile Internet,Internet
2023-10-11 19:57:08,30000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 19:58:16,1000,Deposit,UMEME Yaka,Utilities
2023-10-11 19:59:08,500,Deposit,Airtel Internet,Internet
2023-10-11 20:00:26,14400,Deposit,StarTimes TV,TV
2023-10-11 20:00:59,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 20:02:43,1000,Deposit,Airtel Internet,Internet
2023-10-11 20:04:47,15000,Deposit,Lycamobile,Airtime
2023-10-11 20:09:13,60500,Deposit,MOGO,Loans
2023-10-11 20:11:09,66000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 20:12:03,75000,Withdraw,Airtel Money,Mobile Money
2023-10-11 20:13:01,50000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 20:16:06,1000,Deposit,Airtel Internet,Internet
2023-10-11 20:18:04,2500,Deposit,Airtel Money,Mobile Money
2023-10-11 20:19:58,2000,Deposit,Airtel Internet,Internet
2023-10-11 20:22:23,1000,Deposit,MTN Mobile Internet,Internet
2023-10-11 20:24:24,8000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 20:31:55,4300,Deposit,StarTimes TV,TV
2023-10-11 20:32:42,15000,Deposit,Lycamobile,Airtime
2023-10-11 20:35:44,1000,Deposit,Airtel Internet,Internet
2023-10-11 20:39:22,5000,Deposit,MTN Mobile Internet,Internet
2023-10-11 20:40:25,40000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 20:42:03,20950,Deposit,MOGO,Loans
2023-10-11 20:43:09,155000,Withdraw,Airtel Money,Mobile Money
2023-10-11 20:49:51,2000,Deposit,UMEME Yaka,Utilities
2023-10-11 20:50:39,48000,Withdraw,Airtel Money,Mobile Money
2023-10-11 20:52:08,15000,Withdraw,Airtel Money,Mobile Money
2023-10-11 20:53:05,20000,Withdraw,Airtel Money,Mobile Money
2023-10-11 20:57:54,10000,Withdraw,Airtel Money,Mobile Money
2023-10-11 20:58:36,50000,Withdraw,Airtel Money,Mobile Money
2023-10-11 21:06:09,1000,Deposit,MTN Uganda,Airtime
2023-10-11 21:08:08,15000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 21:22:26,45000,Withdraw,Airtel Money,Mobile Money
2023-10-11 21:26:59,500,Deposit,Airtel Uganda,Airtime
2023-10-11 21:29:36,100000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 21:41:30,1000,Deposit,Airtel Internet,Internet
2023-10-11 21:43:52,2000,Deposit,Airtel Internet,Internet
2023-10-11 21:44:41,5000,Deposit,Airtel Internet,Internet
2023-10-11 21:46:41,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-11 21:47:35,2000,Deposit,MTN Mobile Internet,Internet
2023-10-11 21:50:24,1000,Deposit,Airtel Internet,Internet
2023-10-11 21:55:54,5000,Deposit,Airtel Internet,Internet
2023-10-11 21:59:45,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-11 22:03:59,2000,Deposit,Airtel Money,Mobile Money
2023-10-11 22:05:29,2000,Deposit,UMEME Yaka,Utilities
2023-10-12 07:53:50,253950,Deposit,URA,Taxes
2023-10-12 07:55:33,5000,Deposit,Airtel Uganda,Airtime
2023-10-12 08:00:18,103500,Deposit,URA,Taxes
2023-10-12 08:06:35,2000,Deposit,MTN Uganda,Airtime
2023-10-12 08:09:12,1000,Deposit,Airtel Internet,Internet
2023-10-12 08:18:36,1000,Deposit,MTN Mobile Internet,Internet
2023-10-12 08:20:39,65000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 08:34:01,123500,Deposit,SIMBATV,Internet
2023-10-12 08:37:17,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 08:43:43,1000,Deposit,MTN Uganda,Airtime
2023-10-12 08:44:28,1000,Deposit,Airtel Internet,Internet
2023-10-12 08:54:54,55000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 08:58:06,253950,Deposit,URA,Taxes
2023-10-12 09:00:19,2000,Deposit,Airtel Uganda,Airtime
2023-10-12 09:02:26,2000,Deposit,MTN Mobile Internet,Internet
2023-10-12 09:04:12,15000,Deposit,Lycamobile,Airtime
2023-10-12 09:22:49,1000,Deposit,MTN Mobile Internet,Internet
2023-10-12 09:27:58,1000,Deposit,Airtel Internet,Internet
2023-10-12 09:28:47,1000,Deposit,Airtel Internet,Internet
2023-10-12 09:42:30,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 09:46:10,1000,Deposit,Airtel Internet,Internet
2023-10-12 09:46:57,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 09:47:54,10000,Deposit,UMEME Yaka,Utilities
2023-10-12 09:58:48,4300,Deposit,StarTimes TV,TV
2023-10-12 10:06:34,500,Deposit,MTN Uganda,Airtime
2023-10-12 10:10:30,1500,Deposit,Airtel Money,Mobile Money
2023-10-12 10:23:04,1000,Deposit,Airtel Internet,Internet
2023-10-12 10:23:58,500,Deposit,Airtel Internet,Internet
2023-10-12 10:34:18,195000,Withdraw,Airtel Money,Mobile Money
2023-10-12 10:46:04,51000,Deposit,MOGO,Loans
2023-10-12 11:04:32,1000,Deposit,Airtel Uganda,Airtime
2023-10-12 11:05:26,500,Deposit,MTN Mobile Internet,Internet
2023-10-12 11:06:12,1000,Deposit,Airtel Internet,Internet
2023-10-12 11:08:19,1000,Deposit,Airtel Internet,Internet
2023-10-12 11:18:24,60000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 11:41:07,1000,Deposit,MTN Mobile Internet,Internet
2023-10-12 11:42:03,1000,Deposit,Airtel Internet,Internet
2023-10-12 11:42:34,500,Deposit,MTN Uganda,Airtime
2023-10-12 11:49:43,3500,Withdraw,Airtel Money,Mobile Money
2023-10-12 11:54:38,41900,Deposit,National Water,Utilities
2023-10-12 11:55:57,2000,Deposit,Airtel Internet,Internet
2023-10-12 11:56:33,2000,Deposit,Airtel Uganda,Airtime
2023-10-12 11:57:22,1000,Deposit,Airtel Internet,Internet
2023-10-12 12:06:52,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 12:16:46,60000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 12:25:31,7500,Deposit,Airtel Money,Mobile Money
2023-10-12 12:28:51,5000,Deposit,Airtel Money,Mobile Money
2023-10-12 12:32:47,39000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 12:39:30,1000,Deposit,Airtel Uganda,Airtime
2023-10-12 12:42:21,700,Deposit,MTN Mobile Internet,Internet
2023-10-12 12:47:53,15000,Withdraw,Airtel Money,Mobile Money
2023-10-12 12:52:57,1000,Deposit,Airtel Internet,Internet
2023-10-12 12:56:56,1000,Deposit,Airtel Uganda,Airtime
2023-10-12 13:04:29,10000,Deposit,UMEME Yaka,Utilities
2023-10-12 13:09:56,1000,Deposit,MTN Mobile Internet,Internet
2023-10-12 13:11:38,19000,Withdraw,Airtel Money,Mobile Money
2023-10-12 13:22:32,13000,Withdraw,Airtel Money,Mobile Money
2023-10-12 13:25:48,1000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 13:26:44,100000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 13:27:40,20000,Withdraw,Airtel Money,Mobile Money
2023-10-12 13:36:28,100000,Deposit,Airtel Money,Mobile Money
2023-10-12 13:40:46,20000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 13:42:12,2000,Deposit,UMEME Yaka,Utilities
2023-10-12 13:42:52,1000,Deposit,MTN Mobile Internet,Internet
2023-10-12 13:48:53,2000,Deposit,Airtel Internet,Internet
2023-10-12 13:57:54,1000,Deposit,MTN Mobile Internet,Internet
2023-10-12 14:03:03,8000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 14:06:37,15000,Deposit,Airtel Money,Mobile Money
2023-10-12 14:07:47,1000,Deposit,Airtel Money,Mobile Money
2023-10-12 14:19:31,1000,Deposit,Airtel Uganda,Airtime
2023-10-12 14:36:51,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 14:48:36,1000,Deposit,MTN Mobile Internet,Internet
2023-10-12 14:50:46,2000,Deposit,Airtel Uganda,Airtime
2023-10-12 14:51:23,2000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 14:52:08,1000,Deposit,MTN Uganda,Airtime
2023-10-12 15:18:17,900000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 15:21:21,1000,Deposit,Airtel Uganda,Airtime
2023-10-12 15:22:05,1000,Deposit,Airtel Internet,Internet
2023-10-12 15:24:32,205000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 15:53:33,2000,Deposit,Airtel Money,Mobile Money
2023-10-12 15:55:36,42000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 15:57:07,1000,Deposit,Airtel Money,Mobile Money
2023-10-12 16:06:20,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 16:12:03,2000,Deposit,UMEME Yaka,Utilities
2023-10-12 16:15:21,5000,Deposit,Airtel Money,Mobile Money
2023-10-12 16:25:12,10000,Deposit,Airtel Money,Mobile Money
2023-10-12 16:39:40,20000,Deposit,UMEME Yaka,Utilities
2023-10-12 16:54:56,6000,Deposit,Airtel Internet,Internet
2023-10-12 16:59:25,40450,Deposit,MOGO,Loans
2023-10-12 17:01:55,79500,Deposit,URA,Taxes
2023-10-12 17:03:14,24600,Deposit,URA,Taxes
2023-10-12 17:04:20,1000,Deposit,MTN Mobile Internet,Internet
2023-10-12 17:05:23,130000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 17:06:29,1000,Deposit,MTN Uganda,Airtime
2023-10-12 17:07:07,900,Deposit,MTN Uganda,Airtime
2023-10-12 17:14:28,10000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 17:16:27,1500,Deposit,Lycamobile,Airtime
2023-10-12 17:19:07,5000,Deposit,Airtel Internet,Internet
2023-10-12 17:20:00,1000,Deposit,Airtel Internet,Internet
2023-10-12 17:22:16,300000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 17:23:06,10000,Deposit,UMEME Yaka,Utilities
2023-10-12 17:24:28,7500,Deposit,Airtel Internet,Internet
2023-10-12 17:26:15,30000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 17:26:51,15000,Deposit,Lycamobile,Airtime
2023-10-12 17:27:55,24600,Deposit,URA,Taxes
2023-10-12 17:28:39,400,Deposit,MTN Uganda,Airtime
2023-10-12 17:29:15,3000,Deposit,MTN Uganda,Airtime
2023-10-12 17:32:10,1000,Deposit,Airtel Internet,Internet
2023-10-12 17:34:02,1000,Deposit,MTN Mobile Internet,Internet
2023-10-12 17:44:07,10000,Deposit,UMEME Yaka,Utilities
2023-10-12 17:47:30,110000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 17:50:07,50000,Deposit,UMEME Yaka,Utilities
2023-10-12 17:51:00,1000,Deposit,Airtel Internet,Internet
2023-10-12 17:51:47,1000,Deposit,Airtel Internet,Internet
2023-10-12 17:57:07,20000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 17:58:56,60000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 18:04:03,10000,Deposit,UMEME Yaka,Utilities
2023-10-12 18:05:27,10000,Withdraw,Airtel Money,Mobile Money
2023-10-12 18:06:06,10000,Deposit,Airtel Money,Mobile Money
2023-10-12 18:08:52,85000,Deposit,Airtel Money,Mobile Money
2023-10-12 18:09:56,15000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 18:11:20,20000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 18:14:34,5000,Deposit,UMEME Yaka,Utilities
2023-10-12 18:21:40,265000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 18:23:22,21000,Deposit,Airtel Money,Mobile Money
2023-10-12 18:29:03,5000,Deposit,UMEME Yaka,Utilities
2023-10-12 18:30:21,170000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 18:31:39,13000,Deposit,Airtel Money,Mobile Money
2023-10-12 18:34:29,2000,Deposit,MTN Mobile Internet,Internet
2023-10-12 18:37:22,21000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 18:39:25,40000,Withdraw,Airtel Money,Mobile Money
2023-10-12 18:42:36,2000,Deposit,UMEME Yaka,Utilities
2023-10-12 18:44:39,19000,Withdraw,Airtel Money,Mobile Money
2023-10-12 18:47:12,50000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 18:48:02,20000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 18:49:00,1000,Deposit,Airtel Internet,Internet
2023-10-12 18:49:47,2000,Deposit,MTN Uganda,Airtime
2023-10-12 18:52:22,40000,Deposit,Airtel Money,Mobile Money
2023-10-12 18:58:45,4000,Deposit,Airtel Money,Mobile Money
2023-10-12 19:01:48,30000,Deposit,Airtel Money,Mobile Money
2023-10-12 19:04:24,10000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 19:07:03,2000,Deposit,MTN Mobile Internet,Internet
2023-10-12 19:11:08,8000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 19:11:48,2000,Deposit,MTN Mobile Internet,Internet
2023-10-12 19:12:34,1500,Deposit,Lycamobile,Airtime
2023-10-12 19:14:08,2000,Deposit,Airtel Internet,Internet
2023-10-12 19:15:09,32000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 19:17:38,40000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 19:19:04,2000,Deposit,MTN Uganda,Airtime
2023-10-12 19:21:08,5000,Deposit,MTN Mobile Money,Mobile Money
2023-10-12 19:21:56,2000,Deposit,Airtel Internet,Internet
2023-10-12 19:24:04,1000,Deposit,Airtel Uganda,Airtime
2023-10-12 19:25:04,1000,Deposit,Airtel Internet,Internet
2023-10-12 19:26:15,15000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 19:28:57,2000,Deposit,UMEME Yaka,Utilities
2023-10-12 19:30:04,480000,Withdraw,MTN Mobile Money,Mobile Money
2023-10-12 19:31:32,10000,Deposit,UMEME Yaka,Utilities
2023-10-12 19:33:25,10000,Deposit,Airtel Money,Mobile Money
2023-10-12 19:35:07,21000,Deposit,MTN Mobile Money,Mobile Money
